fecha,exkwh
2011-12-01,	0.084747
2012-01-01,	0.085728
2012-02-01,	0.085728
2012-03-01,	0.085728
2012-04-01,	0.086565
2012-05-01,	0.086565
2012-06-01,	0.086639
2012-07-01,	0.086639
2012-08-01,	0.086639
2012-09-01,	0.086639
2012-10-01,	0.086639
2012-11-01,	0.086639
