Date,Time,Period,Unit V,Unit A,Unit W,Unit An,Voltage/Phase 1,Voltage/Phase 2,Voltage/Phase 3,Voltage/Triphasic ~,Maximum voltage/Phase 1,Maximum voltage/Phase 2,Maximum voltage/Phase 3,Maximum voltage/Triphasic ~,Minimum voltage/Phase 1,Minimum voltage/Phase 2,Minimum voltage/Phase 3,Minimum voltage/Triphasic ~,Current/Phase 1,Current/Phase 2,Current/Phase 3,Current/Triphasic ~,Current/In,Maximum current/Phase 1,Maximum current/Phase 2,Maximum current/Phase 3,Maximum current/Triphasic ~,Maximum current/In,Power/Phase 1 +,Power/Phase 2 +,Power/Phase 3 +,Power/Triphasic +,Power L/Phase 1 +,Power L/Phase 2 +,Power L/Phase 3 +,Power L/Triphasic +,Power C/Phase 1 +,Power C/Phase 2 +,Power C/Phase 3 +,Power C/Triphasic +,Power factor/Phase 1 +,Power factor/Phase 2 +,Power factor/Phase 3 +,Power factor/Triphasic +,Frequency/Inst,Aparent power/Phase 1 ~,Aparent power/Phase 2 ~,Aparent power/Phase 3 ~,Aparent power/Triphasic,Energy/Energy III +,Energy/Energy L III +,Energy/Energy C III +,Maximum aparent power/Phase 1 maximum ~,Maximum aparent power/Phase 2 maximum ~,Maximum aparent power/Phase 3 maximum ~,Maximum aparent power/Triphasic maximum
06/30/2011,18:00:00,600.0,V,A,W,A,226,225,225,225,227,227,227,227,223,223,222,223,14.664,16.068,14.514,15.082,0.000,31.513,35.334,31.448,32.765,0.000,2682,3053,2764,8499,1937,1943,1762,5642,0,0,0,0,0.81,0.84,0.84,0.83,50.0,3314.064,3615.300,3265.650,10215,4396.826,637.292,10.585,7153.451,8020.818,7138.696,21965
06/30/2011,18:10:00,600.0,V,A,W,A,226,226,225,226,227,227,226,227,224,224,223,224,12.948,12.558,12.563,12.690,0.000,31.435,31.044,31.370,31.283,0.000,2272,2369,2319,6960,1844,1591,1651,5086,0,0,0,0,0.77,0.83,0.82,0.81,50.0,2926.248,2838.108,2826.675,8605,4397.985,638.141,10.585,7135.745,7046.988,7089.620,21030
06/30/2011,18:20:00,600.0,V,A,W,A,226,226,226,226,228,228,228,228,223,223,223,223,12.870,12.558,11.783,12.404,0.000,31.435,31.122,30.434,30.997,0.000,2253,2369,2096,6718,1844,1591,1651,5086,0,0,0,0,0.77,0.83,0.79,0.80,50.0,2908.620,2838.108,2662.958,8427,4399.105,638.992,10.585,7167.180,7095.816,6938.952,20830
06/30/2011,18:30:00,600.0,V,A,W,A,228,228,227,228,229,229,228,229,225,225,225,225,13.338,13.026,12.173,12.846,0.000,31.279,30.888,30.121,30.763,0.000,2384,2480,2189,7053,1899,1647,1688,5234,0,0,0,0,0.78,0.83,0.79,0.80,50.0,3041.064,2969.928,2763.271,8779,4400.280,639.867,10.585,7162.891,7073.352,6867.588,20821
06/30/2011,18:40:00,600.0,V,A,W,A,227,226,226,226,229,229,228,229,224,224,224,224,13.572,14.976,12.563,13.704,0.000,31.279,35.334,30.356,32.323,0.000,2421,2813,2263,7497,1899,1906,1725,5530,0,0,0,0,0.79,0.83,0.79,0.80,50.0,3080.844,3384.576,2839.238,9318,4401.531,640.788,10.585,7162.891,8091.486,6921.168,21738
06/30/2011,18:50:00,600.0,V,A,W,A,227,227,226,227,229,229,228,229,225,224,224,224,13.416,13.260,13.344,13.340,0.000,31.279,30.966,31.292,31.179,0.000,2402,2535,2486,7423,1881,1647,1725,5253,0,0,0,0,0.79,0.84,0.82,0.81,50.0,3045.432,3010.020,3015.744,9094,4402.767,641.665,10.585,7162.891,7091.214,7134.576,21058
06/30/2011,19:00:00,600.0,V,A,W,A,229,228,228,228,230,230,229,230,226,225,225,225,12.168,11.934,11.939,12.014,0.000,47.738,45.630,44.636,46.001,0.000,2142,2258,2208,6608,1769,1554,1614,4937,0,0,0,0,0.77,0.82,0.81,0.80,50.0,2786.472,2720.952,2722.092,8238,4403.871,642.489,10.585,10979.740,10494.900,10221.644,31184
06/30/2011,19:10:00,600.0,V,A,W,A,228,228,228,228,230,230,229,230,225,224,224,224,12.870,14.196,12.719,13.262,0.000,31.201,35.022,31.370,32.531,0.000,2253,2628,2338,7219,1881,1906,1725,5512,0,0,0,0,0.76,0.81,0.80,0.79,50.0,2934.360,3236.688,2899.932,9080,4405.074,643.407,10.585,7176.230,8055.060,7183.730,22033
06/30/2011,19:20:00,600.0,V,A,W,A,227,227,227,227,229,228,228,228,224,224,224,224,13.182,12.948,12.173,12.768,0.000,31.201,30.966,30.199,30.789,0.000,2347,2480,2189,7016,1881,1610,1688,5179,0,0,0,0,0.78,0.84,0.79,0.80,50.0,2992.314,2939.196,2763.271,8699,4406.243,644.273,10.585,7145.029,7060.248,6885.372,20814
06/30/2011,19:30:00,600.0,V,A,W,A,228,228,227,228,229,229,229,229,225,225,224,225,12.792,12.636,11.705,12.378,0.000,31.123,30.966,30.121,30.737,0.000,2253,2387,2078,6718,1862,1628,1688,5178,0,0,0,0,0.77,0.83,0.78,0.79,50.0,2916.576,2881.008,2657.035,8461,4407.365,645.137,10.585,7127.167,7091.214,6897.709,20812
06/30/2011,19:40:00,600.0,V,A,W,A,229,229,228,229,230,231,230,230,225,225,224,225,9.906,9.750,8.974,9.543,0.000,60.141,58.968,58.292,59.134,0.000,1713,1813,1540,5066,1508,1332,1354,4194,0,0,0,0,0.75,0.81,0.75,0.77,50.0,2268.474,2232.750,2046.072,6553,4408.216,645.836,10.585,13832.430,13621.608,13407.160,40000
06/30/2011,19:50:00,600.0,V,A,W,A,229,229,229,229,231,231,230,231,226,226,226,226,8.580,9.438,8.505,8.841,0.000,58.581,57.174,56.888,57.548,0.000,1452,1721,1503,4676,1341,1351,1243,3935,0,0,0,0,0.73,0.79,0.77,0.77,50.0,1964.820,2161.302,1947.645,6091,4409.005,646.495,10.585,13532.211,13207.194,13084.240,39092
06/30/2011,20:00:00,600.0,V,A,W,A,229,229,228,229,231,230,231,231,226,226,226,226,12.246,12.948,12.095,12.430,0.000,48.440,54.600,51.425,51.488,0.000,2160,2443,2245,6848,1769,1684,1632,5085,0,0,0,0,0.77,0.82,0.81,0.80,50.0,2804.334,2965.092,2757.660,8544,4410.146,647.343,10.585,11189.640,12558.000,11879.175,35071
06/30/2011,20:10:00,600.0,V,A,W,A,228,228,228,228,230,230,230,230,225,224,224,224,12.948,12.792,12.875,12.872,0.000,31.123,30.810,31.136,31.023,0.000,2291,2443,2375,7109,1881,1628,1744,5253,0,0,0,0,0.77,0.83,0.81,0.80,50.0,2952.144,2916.576,2935.500,8828,4411.330,648.220,10.585,7158.290,7086.300,7161.280,21017
06/30/2011,20:20:00,600.0,V,A,W,A,229,229,228,229,230,231,230,230,226,226,226,226,12.792,12.714,11.939,12.482,0.000,30.967,30.810,30.980,30.919,0.000,2253,2406,2115,6774,1881,1647,1725,5253,0,0,0,0,0.77,0.82,0.77,0.79,50.0,2929.368,2911.506,2722.092,8577,4412.459,649.096,10.585,7122.410,7117.110,7125.400,20982
06/30/2011,20:30:00,600.0,V,A,W,A,229,230,229,229,230,231,230,230,227,228,227,227,13.260,13.338,12.173,12.924,0.000,30.889,30.576,29.809,30.425,0.000,2365,2535,2171,7071,1918,1721,1744,5383,0,0,0,0,0.78,0.82,0.78,0.79,50.0,3036.540,3067.740,2787.617,8901,4413.639,649.996,10.585,7104.470,7063.056,6856.070,20813
06/30/2011,20:40:00,600.0,V,A,W,A,228,228,228,228,231,231,230,231,225,225,224,225,13.338,14.352,12.173,13.288,0.000,31.201,34.710,30.043,31.985,0.000,2384,2683,2189,7256,1899,1887,1707,5493,0,0,0,0,0.78,0.82,0.79,0.80,50.0,3041.064,3272.256,2775.444,9103,4414.850,650.916,10.585,7207.431,8018.010,6909.890,21762
06/30/2011,20:50:00,600.0,V,A,W,A,227,227,226,227,228,228,227,228,224,224,224,224,12.948,12.636,11.705,12.430,0.000,31.357,30.966,30.199,30.841,0.000,2272,2387,2078,6737,1844,1628,1651,5123,0,0,0,0,0.77,0.83,0.78,0.80,50.0,2939.196,2868.372,2645.330,8456,4415.974,651.769,10.585,7149.396,7060.248,6855.173,20794
06/30/2011,21:00:00,600.0,V,A,W,A,228,228,227,228,229,229,228,229,224,224,224,224,10.374,10.218,9.442,10.011,0.000,58.503,57.174,56.341,57.339,0.000,1806,1906,1651,5363,1508,1332,1354,4194,0,0,0,0,0.76,0.82,0.77,0.79,50.0,2365.272,2329.704,2143.334,6836,4416.879,652.471,10.585,13397.187,13092.846,12845.748,38638
06/30/2011,21:10:00,600.0,V,A,W,A,228,228,227,228,230,230,229,230,225,226,224,225,7.098,6.942,6.398,6.813,0.000,56.006,54.366,52.908,54.427,0.000,1210,1277,1094,3581,1061,943,964,2968,0,0,0,0,0.74,0.81,0.75,0.77,50.0,1618.344,1582.776,1452.346,4669,4417.496,652.971,10.585,12881.380,12504.180,12115.932,36843
06/30/2011,21:20:00,600.0,V,A,W,A,228,228,228,228,230,230,229,230,225,225,224,225,6.708,6.630,6.086,6.475,0.000,56.318,54.600,53.532,54.817,0.000,1136,1221,1039,3396,1024,888,927,2839,0,0,0,0,0.74,0.80,0.75,0.77,50.0,1529.424,1511.640,1387.608,4437,4418.083,653.447,10.585,12953.140,12558.000,12258.828,37004
06/30/2011,21:30:00,600.0,V,A,W,A,227,227,226,227,229,229,228,229,224,224,224,224,6.396,6.864,5.930,6.397,0.000,57.254,55.770,54.859,55.961,0.000,1080,1258,1002,3340,968,925,890,2783,0,0,0,0,0.75,0.81,0.75,0.77,50.0,1451.892,1558.128,1340.180,4360,4418.663,653.912,10.585,13111.166,12771.330,12507.852,37654
06/30/2011,21:40:00,600.0,V,A,W,A,228,228,228,228,229,230,229,229,225,225,225,225,5.226,6.318,4.838,5.461,0.000,44.618,42.822,44.246,43.895,0.000,894,1166,835,2895,782,851,723,2356,0,0,0,0,0.76,0.80,0.75,0.77,50.0,1191.528,1440.504,1103.064,3738,4419.162,654.312,10.585,10217.522,9849.060,10132.334,29079
06/30/2011,21:50:00,600.0,V,A,W,A,229,229,228,229,230,230,229,230,225,225,224,225,5.304,5.304,5.228,5.279,0.000,59.517,58.110,58.058,58.562,0.000,912,962,927,2801,800,721,742,2263,0,0,0,0,0.75,0.80,0.79,0.78,50.0,1214.616,1214.616,1191.984,3626,4419.658,654.690,10.585,13688.910,13365.300,13295.282,39558
06/30/2011,22:00:00,600.0,V,A,W,A,230,230,229,230,231,231,230,231,227,227,226,227,5.616,5.538,5.462,5.539,0.000,49.220,50.622,51.815,50.552,0.000,949,1017,983,2949,856,758,779,2393,0,0,0,0,0.74,0.80,0.78,0.77,50.0,1291.680,1273.740,1250.798,3825,4420.174,655.096,10.585,11369.820,11693.682,11917.450,34434
06/30/2011,22:10:00,600.0,V,A,W,A,231,231,229,230,232,232,231,232,228,228,226,227,9.438,9.282,9.208,9.309,0.000,48.908,48.750,48.616,48.758,0.000,1676,1739,1688,5103,1397,1240,1243,3880,0,0,0,0,0.77,0.81,0.80,0.79,50.0,2180.178,2144.142,2108.632,6437,4421.039,655.748,10.585,11346.656,11310.000,11230.296,33423
06/30/2011,22:20:00,600.0,V,A,W,A,229,229,228,229,231,231,229,230,225,225,224,225,9.906,9.750,9.676,9.777,0.000,59.595,58.344,58.292,58.744,0.000,1732,1813,1762,5307,1490,1332,1354,4176,0,0,0,0,0.76,0.81,0.80,0.79,50.0,2268.474,2232.750,2206.128,6714,4421.933,656.446,10.585,13766.445,13477.464,13348.868,39696
06/30/2011,22:30:00,600.0,V,A,W,A,228,228,227,228,230,230,229,230,223,223,222,223,7.878,7.722,7.725,7.775,0.000,59.985,58.656,58.605,59.082,0.000,1341,1425,1373,4139,1210,1055,1094,3359,0,0,0,0,0.75,0.80,0.79,0.78,50.0,1796.184,1760.616,1753.575,5320,4422.640,657.009,10.585,13796.550,13490.880,13420.545,39602
06/30/2011,22:40:00,600.0,V,A,W,A,229,229,228,229,230,230,230,230,225,226,224,225,8.268,8.190,8.115,8.191,0.000,59.673,58.422,58.214,58.770,0.000,1434,1517,1465,4416,1248,1092,1131,3471,0,0,0,0,0.75,0.80,0.79,0.78,50.0,1893.372,1875.510,1850.220,5635,4423.393,657.590,10.585,13724.790,13437.060,13389.220,39781
06/30/2011,22:50:00,600.0,V,A,W,A,231,230,229,230,233,232,231,232,227,227,226,227,9.048,9.672,8.583,9.101,0.000,59.049,62.244,57.434,59.576,0.000,1564,1776,1540,4880,1378,1351,1206,3935,0,0,0,0,0.75,0.79,0.78,0.77,50.0,2090.088,2224.560,1965.507,6291,4424.218,658.255,10.585,13758.417,14440.608,13267.254,40671
06/30/2011,23:00:00,600.0,V,A,W,A,231,231,229,230,233,233,232,233,229,228,227,228,9.360,9.516,9.052,9.309,0.000,56.552,54.678,53.844,55.025,0.000,1583,1721,1632,4936,1471,1369,1317,4157,0,0,0,0,0.73,0.78,0.78,0.77,50.0,2162.160,2198.196,2072.908,6448,4425.053,658.951,10.585,13176.616,12739.974,12491.808,37722
06/30/2011,23:10:00,600.0,V,A,W,A,231,231,230,231,233,233,232,233,228,228,227,228,6.006,5.850,5.930,5.929,0.000,59.517,58.110,57.824,58.484,0.000,1024,1073,1057,3154,949,832,853,2634,0,0,0,0,0.74,0.80,0.77,0.77,50.0,1387.386,1351.350,1363.900,4117,4425.605,659.391,10.585,13867.461,13539.630,13415.168,39979
06/30/2011,23:20:00,600.0,V,A,W,A,231,231,230,231,233,233,231,232,229,228,228,228,9.282,9.048,9.052,9.127,0.000,43.136,41.418,40.344,41.633,0.000,1601,1684,1651,4936,1434,1258,1280,3972,0,0,0,0,0.75,0.81,0.79,0.78,50.0,2144.142,2090.088,2081.960,6329,4426.441,660.055,10.585,10050.688,9650.394,9319.464,28559
06/30/2011,23:30:00,600.0,V,A,W,A,231,231,230,231,233,233,232,233,228,227,226,227,6.942,6.474,6.398,6.605,0.000,61.467,60.138,60.009,60.538,0.000,1192,1184,1150,3526,1080,906,927,2913,0,0,0,0,0.74,0.79,0.78,0.77,50.0,1603.602,1495.494,1471.540,4575,4427.052,660.544,10.585,14321.811,14012.154,13922.088,41399
06/30/2011,23:40:00,600.0,V,A,W,A,231,231,230,231,233,233,232,233,227,227,226,227,9.048,8.892,8.896,8.945,0.000,59.985,58.500,58.292,58.926,0.000,1564,1647,1595,4806,1378,1221,1243,3842,0,0,0,0,0.74,0.80,0.78,0.78,50.0,2090.088,2054.052,2046.080,6195,4427.868,661.189,10.585,13976.505,13630.500,13523.744,40311
06/30/2011,23:50:00,600.0,V,A,W,A,231,231,230,231,232,232,231,232,228,227,227,227,7.332,6.942,6.945,7.073,0.000,56.240,58.734,58.995,57.990,0.000,1248,1277,1243,3768,1154,962,1002,3118,0,0,0,0,0.74,0.80,0.78,0.77,50.0,1693.692,1603.602,1597.350,4902,4428.516,661.713,10.585,13047.680,13626.288,13627.845,39623
07/01/2011,00:00:00,600.0,V,A,W,A,230,230,229,230,231,231,230,231,226,226,225,226,8.892,8.736,8.740,8.789,0.000,59.907,58.656,58.683,59.082,0.000,1527,1628,1577,4732,1341,1184,1224,3749,0,0,0,0,0.75,0.81,0.79,0.78,50.0,2045.160,2009.280,2001.460,6057,4429.321,662.342,10.585,13838.517,13549.536,13497.090,40008
07/01/2011,00:10:00,600.0,V,A,W,A,230,230,229,230,231,231,230,231,226,226,226,226,7.722,7.098,7.023,7.281,0.000,59.205,56.862,56.498,57.522,0.000,1322,1314,1243,3879,1192,980,1020,3192,0,0,0,0,0.74,0.81,0.77,0.77,50.0,1776.060,1632.540,1608.267,5023,4429.992,662.881,10.586,13676.355,13135.122,12994.540,39088
07/01/2011,00:20:00,600.0,V,A,W,A,230,230,229,230,232,232,231,232,227,226,226,226,8.736,9.750,7.803,8.763,0.000,57.254,60.216,55.171,57.547,0.000,1508,1776,1354,4638,1341,1369,1169,3879,0,0,0,0,0.75,0.79,0.76,0.77,50.0,2009.280,2242.500,1786.887,6059,4430.781,663.530,10.586,13282.928,13970.112,12744.501,39160
07/01/2011,00:30:00,600.0,V,A,W,A,230,230,229,230,231,231,231,231,227,227,227,227,7.644,7.488,6.945,7.359,0.000,50.780,48.750,46.977,48.836,0.000,1303,1388,1169,3860,1192,1036,1076,3304,0,0,0,0,0.74,0.81,0.74,0.76,50.0,1758.120,1722.240,1590.405,5082,4431.445,664.083,10.586,11730.180,11261.250,10851.687,33361
07/01/2011,00:40:00,600.0,V,A,W,A,231,231,230,231,233,233,232,233,227,227,226,227,7.722,7.488,6.945,7.385,0.000,55.616,52.884,51.191,53.230,0.000,1341,1406,1206,3953,1173,999,1039,3211,0,0,0,0,0.76,0.81,0.75,0.77,50.0,1783.782,1729.728,1597.350,5115,4432.132,664.628,10.586,12958.528,12321.972,11876.312,36249
07/01/2011,00:50:00,600.0,V,A,W,A,231,231,230,231,233,233,232,233,227,227,226,227,8.658,8.424,7.725,8.269,0.000,59.205,57.876,56.966,58.016,0.000,1471,1573,1298,4342,1359,1184,1224,3767,0,0,0,0,0.74,0.80,0.73,0.76,50.0,1999.998,1945.944,1776.750,5729,4432.881,665.266,10.586,13794.765,13485.108,13216.112,39521
07/01/2011,01:00:00,600.0,V,A,W,A,231,231,230,231,233,233,232,233,228,228,227,228,7.020,6.630,6.086,6.579,0.000,55.538,53.820,52.206,53.855,0.000,1229,1240,1057,3526,1061,888,909,2858,0,0,0,0,0.76,0.81,0.76,0.77,50.0,1621.620,1531.530,1399.780,4567,4433.493,665.745,10.586,12940.354,12540.060,12111.792,36853
07/01/2011,01:10:00,600.0,V,A,W,A,231,231,230,231,232,232,231,232,228,228,227,228,9.204,8.658,8.037,8.633,0.000,59.127,56.472,55.405,57.001,0.000,1564,1610,1354,4528,1434,1221,1261,3916,0,0,0,0,0.73,0.80,0.73,0.75,50.0,2126.124,1999.998,1848.510,5982,4434.259,666.400,10.586,13717.464,13101.504,12798.555,38964
07/01/2011,01:20:00,600.0,V,A,W,A,231,232,231,231,233,233,232,233,228,228,227,228,6.318,5.850,5.384,5.851,0.000,60.999,59.592,58.917,59.836,0.000,1098,1092,927,3117,987,814,835,2636,0,0,0,0,0.75,0.80,0.75,0.76,50.0,1459.458,1357.200,1243.704,4066,4434.801,666.845,10.586,14212.767,13884.936,13668.744,40974
07/01/2011,01:30:00,600.0,V,A,W,A,231,231,230,231,232,232,232,232,227,227,227,227,8.268,8.034,7.491,7.931,0.000,61.857,59.436,58.839,60.044,0.000,1434,1499,1298,4231,1248,1073,1131,3452,0,0,0,0,0.75,0.81,0.75,0.77,50.0,1909.908,1855.854,1722.930,5493,4435.524,667.426,10.587,14350.824,13789.152,13650.648,41075
07/01/2011,01:40:00,600.0,V,A,W,A,230,230,229,230,232,232,231,232,227,227,226,227,8.190,8.190,7.179,7.853,0.000,55.460,52.416,50.879,52.918,0.000,1397,1517,1224,4138,1266,1147,1113,3526,0,0,0,0,0.74,0.80,0.74,0.76,50.0,1883.700,1883.700,1643.991,5423,4436.233,668.024,10.587,12866.720,12160.512,11753.049,36074
07/01/2011,01:50:00,600.0,V,A,W,A,231,231,230,231,233,233,233,233,227,227,226,227,9.906,10.764,8.896,9.855,0.000,59.673,60.216,59.697,59.862,0.000,1713,1998,1540,5251,1508,1499,1373,4380,0,0,0,0,0.75,0.80,0.75,0.77,50.0,2288.286,2486.484,2046.080,6828,4437.109,668.757,10.587,13903.809,14030.328,13909.401,40767
07/01/2011,02:00:00,600.0,V,A,W,A,232,232,231,232,233,234,233,233,228,228,228,228,7.644,7.332,6.789,7.255,0.000,56.474,53.430,51.893,53.932,0.000,1341,1369,1169,3879,1173,999,1039,3211,0,0,0,0,0.75,0.81,0.75,0.77,50.0,1773.408,1701.024,1568.259,5053,4437.777,669.292,10.587,13158.442,12502.620,12091.069,36984
07/01/2011,02:10:00,600.0,V,A,W,A,230,230,230,230,232,232,232,232,227,227,227,227,8.736,8.424,7.725,8.295,0.000,60.765,59.358,58.761,59.628,0.000,1490,1554,1298,4342,1378,1166,1224,3768,0,0,0,0,0.74,0.80,0.73,0.76,50.0,2009.280,1937.520,1776.750,5736,4438.521,669.924,10.588,14097.480,13771.056,13632.552,40675
07/01/2011,02:20:00,600.0,V,A,W,A,231,231,230,231,232,232,232,232,228,228,227,228,5.850,5.460,5.072,5.461,0.000,60.063,58.812,59.775,59.550,0.000,1005,1017,872,2894,912,740,779,2431,0,0,0,0,0.74,0.81,0.74,0.77,50.0,1351.350,1261.260,1166.560,3788,4439.028,670.334,10.588,13934.616,13644.384,13867.800,40706
07/01/2011,02:30:00,600.0,V,A,W,A,231,231,230,231,232,232,232,232,228,228,228,228,8.580,8.034,7.491,8.035,0.000,48.908,51.558,51.425,50.630,0.000,1490,1517,1298,4305,1303,1073,1131,3507,0,0,0,0,0.75,0.81,0.75,0.77,50.0,1981.980,1855.854,1722.930,5572,4439.760,670.924,10.588,11346.656,11961.456,11930.600,34680
