fecha,exkwh
2011-12-01,	0.172385
2012-01-01,	0.176245
2012-02-01,	0.176245
2012-03-01,	0.176245
2012-04-01,	0.179605
2012-05-01,	0.179605
2012-06-01,	0.179682
2012-07-01,	0.179682
2012-08-01,	0.179682
2012-09-01,	0.179682
2012-10-01,	0.179682
2012-11-01,	0.179682
